text,label_class,label_id,tokenized_text
你好；你那有尼美舒利片吗,其他,12,你好 ； 尼 美 舒利 片
我比较年轻但是不幸得了过速型心房颤动，我不知道该怎么治疗，很迷茫，很难过，请问得了过速型心房颤动该如何治疗？,治疗方法,5,比较 年轻 不幸 幸得 过速 型 心房 心房颤动 房颤 颤动 ， 不知 知道 治疗 ， 很 迷茫 ， 很 难过 ， 请问 过速 型 心房 心房颤动 房颤 颤动 如何治 治疗 ？
我上过厕所还没有几分钟还想上怎么回事,临床表现(病症表现),3,上过 厕所 还 没有 几分 几分钟 分钟 还 想 上 怎么回事 回事
你好，这些天总是尿急、尿频需要吃什么药来治疗,治疗方法,5,你好 ， 天 总是 尿急 、 尿频 需要 吃 药 治疗
心肌梗死有哪些治疗措施？,治疗方法,5,心肌 心肌梗死 梗死 治疗 措施 ？
高血压跟胃溃疡吃什么维生素,治疗方法,5,高血压 血压 胃溃疡 溃疡 吃 维生 维生素
生殖器疱疹该怎么治疗，请求指导，费用是多少，生殖器疱疹可以痊愈么，我是刚发现的，现在好害怕,治疗方法,5,生殖 生殖器 疱疹 治疗 ， 请求 指导 ， 费用 ， 生殖 生殖器 疱疹 痊愈 ， 刚 发现 ， 现在 好 害怕
打扰问一下眼弓形体病有什么并发症,相关病症,4,打扰 问 一下 一下眼 弓形 形体 病 并发 并发症
小便后阴道疼是怎么回事小便后阴道疼是怎么回事,临床表现(病症表现),3,小便 后 阴道 疼 怎么回事 回事 小便 后 阴道 疼 怎么回事 回事
我家老人75岁，风湿类心脏病，常吃稳心颗粒。请问医生还能换一种药吗,治疗方法,5,我家 老人 75 岁 ， 风湿 类 心脏 心脏病 ， 常 吃 稳心 颗粒 。 请问 医生 生还 换 一种 药
怀孕初期吃什么叶酸比较好？,其他,12,怀孕 初期 吃 叶酸 比较 好 ？
宝宝晚上睡觉突然发抖正常吗？大家的宝宝有没有这个现象啊，都是怎么缓解的啊,临床表现(病症表现),3,宝宝 晚上 睡觉 突然 发抖 正常 ？ 大家 宝宝 有没有 没有 现象 ， 都 缓解
胃神经纤维瘤的病因是什么,病因,1,胃 神经 神经纤维 纤维 纤维瘤 病因
高血压的原因及治疗措施？,治疗方法,5,高血压 血压 原因 治疗 措施 ？
我又肺部有疼痛感，几天以后又复发，什么情况,临床表现(病症表现),3,肺部 疼痛 疼痛感 痛感 ， 几天 以后 复发 ， 情况
如果得了输尿管损伤要治多久,治疗时间,11,输尿管 损伤 治 多久
宝宝出现便秘，但吃便血添加奶伴侣效果不明显。该怎么办？,治疗方法,5,宝宝 出现 便秘 ， 吃 便血 添加 奶 伴侣 效果 不明 明显 。 ？
整晚上睡不着觉怎么办？怀孕8个多月了，不知这两天怎么了晚上老是睡不着，该怎么办呢？,治疗方法,5,整晚 晚上 睡不着 不着 觉 ？ 怀孕 8 多月 ， 不知 两天 晚上 老 睡不着 不着 ， ？
请问得了短暂性脑缺血发作治疗几天,治疗时间,11,请问 短暂 短暂性 脑缺血 缺血 发作 治疗 几天
长期肩和脖子疼是心绞痛吗,病因,1,长期 肩 脖子 疼 心绞痛 绞痛
请问外阴及腹股沟部位特别痒颜色深二者有无关系？,其他,12,请问 外阴 腹股沟 部位 特别 痒 颜色 深 二者 有无 无关 关系 ？
我怀孕26周多3⃣️天查出胎儿有脑积水值是2点几但又想要该怎么办,治疗方法,5,怀孕 26 周 3 天 查出 胎儿 脑积水 积水 值 2 点 想要
三七化痔丸一次吃几粒,其他,12,三七 化 痔 丸 一次 吃 几粒
尿频，尿急，尿痛，为终末尿疼，稍有血，排尿时还会流泪,其他,12,尿频 ， 尿急 ， 尿 痛 ， 终末 尿 疼 ， 稍 血 ， 排尿 时 还 会 流泪
如果得了婴幼儿舌下囊肿治愈比例,治愈率,8,婴幼 婴幼儿 幼儿 舌下 囊肿 治愈 比例
气管炎有点肺气肿能吃健脾润肺丸吗，对这个问题有没有更好的解决办法啊?以上是我对我的身体的描述。,其他,12,气管 气管炎 管炎 有点 肺气肿 气肿 吃 健脾 润肺 丸 ， 问题 有没有 没有 更好 解决 解决办法 办法 ? 以上 身体 描述 。
5周前有过高危行为，请问医生龟头下端的白色点点是尖锐湿疣吗？,临床表现(病症表现),3,5 周 前 高 危 行为 ， 请问 医生 龟头 下端 端的 白色 点点 尖锐 尖锐湿疣 湿疣 ？
问一下妊娠高血压综合征眼底病变挂啥科,所属科室,6,问 一下 妊娠 高血压 血压 综合 综合征 眼底 眼底病 病变 挂 科
怎么查风湿性心脏病,临床表现(病症表现),3,查 风湿 风湿性 心脏 心脏病
咳嗽，有痰，前胸后背有时痛，吃止咳化痰药无效，一个月了,治疗方法,5,咳嗽 ， 痰 ， 前胸 后背 有时 痛 ， 吃 止咳 化痰 化痰药 无效 ， 一个月
直肠脱垂怎么治疗,治疗方法,5,直肠 脱垂 治疗
打扰问一下解释一下血吸虫病与肝胆疾病是什么意思？,定义,0,打扰 问 一下 解释 解释一下 一下 血吸虫 血吸虫病 吸虫 吸虫病 肝胆 疾病 意思 ？
做完血栓外痔手术后当天想上厕所怎么办？,其他,12,做 完 血栓 外痔 手术 术后 当天 想 上 厕所 ？
你好，有没有人知道有哪些人群是不能服用利培酮口服液的？,禁忌,9,你好 ， 有没有 没有 有人 知道 人群 不能 服用 利 培 酮 口服 口服液 ？
我想咨询一下，我的手掌和手指都脱皮了，是不是缺少了什么维生素之类的呢？,病因,1,想 咨询 一下 ， 手掌 手指 都 脱皮 ， 是不是 不是 缺少 维生 维生素 ？
医生好，我今天体检空腹血糖5.86，我之前从未这么高，是否可以说是糖尿病前期？该该注意什么，谢谢,其他,12,医生 生好 ， 今天 天体 体检 空腹 血糖 5 . 86 ， 之前 从未 高 ， 是否 说 糖尿 糖尿病 前期 ？ 注意 ， 谢谢
左下腹部舒服，尿多。小便后好一点，是什么回事？请教大夫。,临床表现(病症表现),3,左下 下腹 下腹部 腹部 舒服 ， 尿 。 小便 后 好 一点 ， 回事 ？ 请教 大夫 。
咳诉，晚上睡不着，体弱,治疗方法,5,诉 ， 晚上 睡不着 不着 ， 体弱
问一下小儿慢性肾功能衰竭易感人群是什么人,传染性,7,问 一下 小儿 慢性 肾功能 功能 衰竭 易 感人 人群 人
叔叔屁股疼痛，大便带血丝，怎么治疗？用什么药物好？,其他,12,叔叔 屁股 疼痛 ， 大便 带 血丝 ， 治疗 ？ 药物 好 ？
这几天家里新来了只被捡来的小猫，被它无意间轻轻轻挠了一下。,其他,12,几天 家里 新 只 捡来 小猫 ， 无意 无意间 轻轻 轻轻 挠 一下 。
颞叶癫痫怎么回事,病因,1,颞叶 癫痫 怎么回事 回事
热性惊厥怎么回事,定义,0,热性 惊厥 怎么回事 回事
请问月经不准时有什么调理的办法吗？,其他,12,请问 月经 不准 准时 调理 办法 ？
高血压引起的耳鸣,病因,1,高血压 血压 引起 耳鸣
海绵体血管瘤张在孩子的手上，红点点大小，现在还看不出来，会长大吗，内蒙古婴儿的血管瘤是凸起的还是平的？,相关病症,4,海绵 海绵体 血管 血管瘤 管瘤 张 孩子 手上 ， 红点 点点 大小 ， 现在 还 看不出 看不出来 不出 出来 ， 会长 长大 ， 内蒙 内蒙古 蒙古 婴儿 血管 血管瘤 管瘤 凸起 平 ？
"支气管扩张,经常咳血有什么方法治疗",治疗方法,5,支气管 气管 扩张 经常 咳血 方法 法治 治疗
肛门出血是怎么回事？,病因,1,肛门 出血 怎么回事 回事 ？
快50岁，姨妈绝经期间，姨妈连续几个月，都过不去，是什么原因,临床表现(病症表现),3,快 50 岁 ， 姨妈 绝经 绝经期 经期 期间 ， 姨妈 连续 几个 月 ， 都 过不去 ， 原因
三叉神经营养性损害要做哪些检查,化验/体检方案,10,三叉 三叉神经 神经 经营 营养 营养性 养性 损害 做 检查
脓便血，成形，每日三四次，腹阵痛，腹鸣。复发，有什么中药方法治疗？,治疗方法,5,脓 便血 ， 成形 ， 每日 三四 三四次 四次 ， 腹 阵痛 ， 腹鸣 。 复发 ， 中药 中药方 药方 方法 法治 治疗 ？
淋巴血管瘤会传染吗,传染性,7,淋巴 血管 血管瘤 管瘤 会 传染
"我家孩子的血管瘤长在手上，怕好了以后也会复发,孩子才9个月大啊,我真不知该怎么办?,内蒙古婴儿张血管瘤较好治疗时间是多大？",治愈率,8,我家 孩子 血管 血管瘤 管瘤 长 在手 手上 ， 怕 好 以后 会 复发 孩子 才 9 月 大 真不 不知 ? 内蒙 内蒙古 蒙古 婴儿 张 血管 血管瘤 管瘤 好 治疗 时间 大 ？
怀孕两个多月，大肠干燥、便秘还有痔疮（混合痔），请问怎样缓解这些症状？肠干和便秘是从小到大一直这样！,治疗方法,5,怀孕 两个 多月 ， 大肠 干燥 、 便秘 痔疮 混合 痔 ， 请问 缓解 症状 ？ 肠 干 便秘 是从 从小 从小到大 ！
孕妇总感觉脸麻是怎样回事呢？我现在怀孕七个月多了，这样正常吗？,病因,1,孕妇 总 感觉 脸 麻 回事 ？ 现在 怀孕 七个 月 ， 正常 ？
宝宝吃饭不消化怎么办？,病因,1,宝宝 吃饭 不消 消化 ？
脸上长痔疮怎么治好？,治疗方法,5,脸上 长 痔疮 治好 ？
孩子出生患气胸，缺氧14个小时，用了呼吸机5天了，用核磁共振能否查出留不留后遗症,其他,12,孩子 出生 患 气胸 ， 缺氧 14 小时 ， 呼吸 呼吸机 5 天 ， 核磁 核磁共振 磁共振 共振 能否 查出 留 不留 后遗 后遗症
喉咙痒，咳嗽，白色泡沫痰嗓子红肿怀疑是检地上的东西吃引起的，请问怎么治疗,治疗方法,5,喉咙 痒 ， 咳嗽 ， 白色 泡沫 泡沫痰 嗓子 红肿 怀疑 检 地上 东西 吃 引起 ， 请问 治疗
病发时头痛，想吐，还有可能是啥病呀，怎么去治疗啊？,治疗方法,5,病 发 时 头痛 ， 想 吐 ， 可能 啥病 ， 去 治疗 ？
你好，请问膀胱炎吃什么药好？什么药见效比较快点,治疗方法,5,你好 ， 请问 膀胱 膀胱炎 吃 药 好 ？ 药 见效 比较 较快 快点
打扰问一下第Ⅳ型脊髓血管畸形治疗多长时间,治疗时间,11,打扰 问 一下 型 脊髓 血管 畸形 治疗 多长 多长时间 长时间 时间
便秘，大便有异物脱出不能复位须手推回，检查为混合痔和直肠脱出如何治疗？,治疗方法,5,便秘 ， 大便 有异 异物 脱出 不能 复位 须 手推 推回 ， 检查 混合 痔 直肠 脱出 如何治 治疗 ？
小孩消化不良拉肚子,其他,12,小孩 消化 消化不良 不良 拉肚子 肚子
请问子宫内膜异位症合并子宫肌瘤怎么办？,治疗方法,5,请问 子宫 宫内 内膜 异位 异位症 合并 子宫 肌瘤 ？
不间断胸弊有时疼痛已经有3个多月,临床表现(病症表现),3,不间断 间断 胸 弊 有时 疼痛 已经 3 多月
小孩出生36天了，黄疸最高256.请问有问题吗。补充问下,临床表现(病症表现),3,小孩 出生 36 天 ， 黄疸 最高 256 . 请问 问题 。 补充 问下
痔疮出血怎么办？请大夫给个药方，谢谢，3天了,治疗方法,5,痔疮 出血 ？ 请 大夫 药方 ， 谢谢 ， 3 天
尿道感染吃什么药好,治疗方法,5,尿道 尿道感染 感染 吃 药 好
主动脉根部瘤术后，我晚上睡觉的质量就一直都不好，吃饭也感觉没有味道，乏力等等。,临床表现(病症表现),3,主动 主动脉 动脉 根部 瘤 术后 ， 晚上 睡觉 质量 都 不好 ， 吃饭 感觉 没有 有味 味道 ， 乏力 。
肚子胀怎么办啊?,治疗方法,5,肚子 胀 ?
宝宝才十几天，刚开始生下来挺喜欢他，这些天感觉特别烦他，每次他哭就想打他，虐待他，我是不是有什么心理疾病啊？,临床表现(病症表现),3,宝宝 才 十几 十几天 几天 ， 刚 生下 下来 挺 喜欢 ， 天 感觉 特别 烦 ， 每次 哭 想 ， 虐待 ， 是不是 不是 心理 心理疾病 疾病 ？
请问月经不按时来怎么回事啊？,病因,1,请问 月经 不 按时 怎么回事 回事 ？
脑外伤脑出血手术后一个月可以泡温泉吗,禁忌,9,脑外伤 外伤 脑出血 出血 手术 术后 一个月 泡温泉 温泉
您好外伤性脑膜炎治疗多少时间,治疗时间,11,您好 外伤 外伤性 脑膜 脑膜炎 膜炎 治疗 少时 时间
晚上很要睡觉是高血压的症状吗?,临床表现(病症表现),3,晚上 很 睡觉 高血压 血压 症状 ?
晚上醒后大汗淋漓有规律性的、也有严重心脏病。,治疗方法,5,晚上 醒 后 大汗 大汗淋漓 淋漓 规律 规律性 、 严重 重心 心脏 心脏病 。
头皮神经纤维瘤要做哪些检查,化验/体检方案,10,头皮 神经 神经纤维 纤维 纤维瘤 做 检查
这个对心脏不会有任何刺激吗，有没有什么副作用的吗,其他,12,心脏 不会 刺激 ， 有没有 没有 副作用 作用
请教一下胰高血糖素瘤要花多少时间治好,治疗时间,11,请教 一下 胰 高血糖 高血糖素 血糖 素 瘤 花 少时 时间 治好
宝宝每天大便几次,临床表现(病症表现),3,宝宝 每天 天大 大便 几次
肚子不舒服，老是这样,病因,1,肚子 不 舒服 ， 老
直肠息肉在内窥镜下手术切除后还会不会长出来？痛吗？,其他,12,直肠 息肉 在内 内窥镜 窥镜 下手 手术 切除 后 还 会 不会 会长 出来 ？ 痛 ？
癫痫伤害很大，得了癫痫不仅会给癫痫病病人的健康造成巨大的伤害，而且对癫痫病人正常的生活和工作都造成了特别大的影响。那么，癫痫治得好吗?,治愈率,8,癫痫 伤害 很大 ， 癫痫 会 癫痫 癫痫病 病人 健康 造成 巨大 伤害 ， 癫痫 癫痫病 病人 正常 生活 工作 都 造成 特别 大 影响 。 ， 癫痫 治 好 ?
你好，请问，赛乐特片盐酸帕罗西汀片不良反应有哪些呢？谢谢。,禁忌,9,你好 ， 请问 ， 赛 乐 特 片 盐酸 帕罗 帕罗西 罗西 汀 片 不良 不良反应 反应 应有 ？ 谢谢 。
胸闷，气短，腹痛，胀气，大便黑色，但我有痔疮，能判断是什么毛病吗？,病因,1,胸闷 ， 气短 ， 腹痛 ， 胀气 ， 大便 黑色 ， 痔疮 ， 判断 毛病 ？
请问依替膦酸二钠片主治功能是什么呢？有需注意的事项吗？,其他,12,请问 膦 酸 二 钠 片 主治 功能 ？ 需注意 注意 事项 ？
为什么尿液是白色的？,其他,12,尿液 白色 ？
您好，我妈妈全身浮肿，在家里小门诊做了心电图，说是心叶肥大，其他方面没查！会不会是多方面引起的浮肿？,临床表现(病症表现),3,您好 ， 妈妈 全身 浮肿 ， 在家 家里 小门 门诊 做 心电 心电图 电图 ， 说 心 叶 肥大 ， 方面 没 查 ！ 会 不会 多方 多方面 方面 引起 浮肿 ？
请问例假期间能不能打封闭针呢？,禁忌,9,请问 例假 假期 期间 不能 封闭 针 ？
你好，我有颈椎病，医生开了颈痛灵药酒，请问，此药在山西襄汾有卖的吗？,其他,12,你好 ， 颈椎 颈椎病 ， 医生 开 颈 痛 灵药 药酒 ， 请问 ， 药 山西 襄汾 卖 ？
每天醒来肚子咕噜折腾，不舒服，不知道进行的治疗就是有什么的办法,临床表现(病症表现),3,每天 醒来 肚子 咕噜 折腾 ， 不 舒服 ， 不知 知道 进行 治疗 办法
请问怀孕9个月的胎儿心脏缺一块怎么办？,治疗方法,5,请问 怀孕 9 月 胎儿 心脏 缺 一块 ？
我昨天吃了两个石榴，今天就有点咳嗽了，请问一下石榴吃了会咳嗽吗?,其他,12,昨天 吃 两个 石榴 ， 今天 有点 咳嗽 ， 请问 一下 石榴 吃 会 咳嗽 ?
达州治疗便秘哪个好，便秘应该吃什么药?,治疗方法,5,达州 州治 治疗 便秘 好 ， 便秘 应该 吃 药 ?
为什么我心绞痛时间越来越长,治疗方法,5,我心 心绞痛 绞痛 时间 越来 越来越 长
早上起来总是咳嗽，都有一两个月了，是不是慢性支气管炎啊?,临床表现(病症表现),3,早上 上起 起来 总是 咳嗽 ， 都 一两 一两个 两个 月 ， 是不是 不是 慢性 支气管 支气管炎 气管 气管炎 管炎 ?
心脏病跟高温天气有关系吗？,病因,1,心脏 心脏病 高温 天气 关系 ？
我大便后有黏膜从肛门脱出，刚开始会自己回去，渐渐的就不能自己回去了，需要用手向上拖才能复位，常常有粘液从肛门流出来，排便有下坠感和排便不尽感，排便次数增多，到医院就诊，诊断为早起直肠脱落。请问早起直肠脱落好治疗吗？,治愈率,8,大便 后 黏膜 肛门 脱出 ， 刚 会 回去 ， 渐渐 不能 不能自己 回去 ， 需要 要用 手 向上 拖 才能 复位 ， 常常 常有 粘液 肛门 流出 出来 ， 排便 下坠 感 排便 不尽 感 ， 排便 次数 增多 ， 医院 就诊 ， 诊断 早起 直肠 脱落 。 请问 早起 直肠 脱落 好 治疗 ？
